country,project,submission_date,activity,subactivity,indicator_id,indicator_level,indicator,classification,unit,baseline,actual_to_date,end_of_compact_target,percent_complete_to_date,notes
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0068,Outcome,Students participating in MCC-supported education activities; post-secondary,Cumulative,Number,0,"1,641",,,"2.1.1.FEI.026
This indicator includes 921 scholarship recipients plus the complement for the ITCHA 2010 first year enrollment (177 without scholarships) was included, as well as the following first year enrollment complement for ITCHA 2011 (286 students without scholarships), and first year enrollment at ITCHA on 2012 (257 without scholarships)."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0069,Output,New Scholarships granted to students of technological education,Cumulative,Number,0,921,932,98.8%,"2.1.1.FEI.027
The scholarships distribution through the 5 year compact, according to the entities is:
ITCHA: granted 585 scholarships; ENA: granted 170 scholarships; ITCA_La UNION: granted 142 scholarships; and ITCA_STA TECLA: granted 24 scholarships."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0070,Output,New Scholarships granted to students of technological education (female),Cumulative,Number,0,424,359,118.1%,"2.1.1.FEI.028
46% is the female participation for technological education scholarship recipients."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0071,Output,New Scholarships granted to students of middle technical education,Cumulative,Number,0,"3,409","3,445",99.0%,2.1.1.FEI.029
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0072,Output,New Scholarships granted to students of middle technical education (female),Cumulative,Number,0,"1,842","1,464",125.8%," 2.1.1.FEI.030
There is 54.2% female participation for middle technical education scholarship recipients."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0073,Process,Scholarship Program Administrator designated,Date,Date,,23-JAN-09,15-Nov-08,COMPLETE,2.1.1.FEI.031
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0074,Process,Diagnostic-based implementation plan approved by MCC,Date,Date,,01-APR-09,30-Apr-09,COMPLETE,2.1.1.FEI.032
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 2: Non-Formal Training,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0075,Goal,Incremental income of non-formal trained beneficiaries,Level,Percentage,0,,35,,"2.1.2.NFTI.001
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 2: Non-Formal Training,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0076,Outcome,Employment of graduates of non-formal training programs,Cumulative,Number,0,"2,490","1,875",132.8%,"2.1.2.NFTI.002
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date.
Information on this indicator has been changed in agreement with MCC. 
It has been agreed to that the total number of hours worked by trainees is equivalent to full time employment (using 8 hours and 250 working days). 
Employment has included formal and non-formal occupational sectors. 
A study was performed by CIDE using a sample of 2,911 trainees that were interviewed, from a universe of 6,223. "
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 2: Non-Formal Training,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0077,Outcome,Non-formal trained students that complete the training.,Cumulative,Number,0,"11,345","6,888",164.7%,2.1.2.NFTI.003
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 2: Non-Formal Training,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0078,Output,Students of non-formal training,Cumulative,Number,0,"11,896","8,400",141.6%,2.1.2.NFTI.004
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 2: Non-Formal Training,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0079,Output,Students of non-formal training (female),Cumulative,Number,0,"6,963",,,2.1.2.NFTI.005
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,All Indicators,,,,,,,,
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,Goal,Increase in income of Productive Development beneficiaries,Level,Percentage,0,,15,,"3.PDPI.001
Survey to occur in 2011 and 2012; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,Goal,Increase in income of the target population for Productive Development services,Level,Percentage,0,,,,"3.PDPI.002
Survey to occur in 2011 and 2012; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,Outcome,Economic Rate of Return (ERR),Level,Percentage,14,,14,,"BL.3.PDPI.003
3.PDPI.003
MCC will report on this indicator after the end of the Compact."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,Outcome,Employment created (number of jobs),Cumulative,Number,0,"15,247","11,000",138.6%,"3.PDPI.004
CHEMONICS reported 12,929 employment created. 
As of september 2011 the final audited reports for the Pilot Projects was 2,318 employment created, this number was added to aforementioned number."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,Outcome,Investment in productive chains by selected beneficiaries,Cumulative,US Dollars,0,"63,219,218","65,500,000",96.5%,"3.PDPI.005
This indicator is composed of activities 1, 2 and 3 as follows:
3.PDPI.005_1: This indicator is reported according to the final reports from service providers and CHEMONICS. Activity 1: $36,973,824.88;  implemented by CHEMONICS $33,868,562.0 (this breakdown includes $27,058,023.71 from beneficiaries counterpart; $2,952,301.49 from counterpart from technical service providers; $3,358,236.80 counterpart from Chemonics into commercial enterprises; and counterpart from USAID to El Salvador Producer of $500,000)  (Additional this indicator includes investment amount of original pilots, which were added in Q16 $3,105262.88)
3.PDPI.005_2_3:
Activity 2: $13,634,393.12
Activity 3: $12,611,000.10"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,Output,Number of beneficiaries of technical assistance and training,Cumulative,Number,0,"17,467","13,500",129.4%,"3.1.PBSI.001
14,058 from CHEMONICS and 1,261 from pilots that were 
attended by CHEMONICS (not doble counting here), 
as well as an additional 3,409 original Pilot Projects."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,Output,Number of beneficiaries of technical assistance and training (female),Cumulative,Number,0,"5,268",,," 3.1.PBSI.002
4,198 female participants from CHEMONICS, and 1,070 from original Pilot Projects. "
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,Output,Farmers trained ,Cumulative,Number,0,"15,363","10,465",146.8%," 3.1.PBSI.003
12,395 farmers from CHEMONICS, and 2,968 from original Pilot Projects. "
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,Output,Farmers trained; Male,Cumulative,Number,0,"11,687", , , 3.1.PBSI.004 
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,Output,Farmers trained; Female,Cumulative,Number,0,"3,676",,," 3.1.PBSI.005
23.9% female farmer participation
Data has been adjusted due to CHEMONICS final data cleaning efforts.
 "
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,Output,Number of beneficiaries of technical assistance and training - Non Agriculture,Cumulative,Number,0,"2,104","3,035",69.32%,"3.1.PBSI.006
1,663 participants were attended by CHEMONICS, and 441 non agriculture participants from original Pilot Projects.
The demand for training in non-agriculture activities (handicrafts and tourism) was lower than in agriculture activities; therefore, more effort was focused on training agriculture beneficiaries than non-agriculture. The SP2 contract was focused on increase the income of beneficiaries by 15%, which resulted on greater attention to the agriculture sector versus non-agriculture."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,Output,Number of beneficiaries of technical assistance and training - Non Agriculture (female),Cumulative,Number,0,"1,592",,,"3.1.PBSI.007
75.67% female participation."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,Outcome,Farmers who have applied improved practices as a result of training,Cumulative,Number,0,"11,520","7,000",164.6%,3.1.PBSI.008
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,Outcome,Farmers who have applied improved practices as a result of training; Male,Cumulative,Number,0,"9,016", , ,"3.1.PBSI.009
78% male participation."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,Outcome,Farmers who have applied improved practices as a result of training; Female,Cumulative,Number,0,"2,504",,,"3.1.PBSI.010
22% female participation."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,Output,Number of beneficiaries of technical assistance and training - Agribusiness,Cumulative,Number,0,271,284,95.4%,"3.1.PBSI.011
217 agribusiness were attended by CHEMONICS, and 54 agribusinesses were attended by original Pilot Projects."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,Output,Enterprises assisted,Cumulative,Number,0,281,292,96.2%,"3.1.PBSI.012
271 is the number of agribusiness assisted with technical assistance (3.1.PBSI.011) and 10 with approved loans (3.2.ISI.009)."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Production and Business Services Activity,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,Outcome,Enterprises that have applied improved techniques,Cumulative,Number,0,163,114,143.0%,3.1.PBSI.013
