indicator_id,compact_year,timeframe,q1,q2,q3,q4,yearly_target,percent_complete
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0075,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0075,5,,,,,,35,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0076,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0076,2,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0076,3,,,,,,248,0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0076,4,,,,,,910,0.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0076,5,,,,"2,490","2,490","1,875",132.80%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0077,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0077,2,,,,,856,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0077,3,,856,"1,191","1,191","4,121",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0077,4,,"5,554","6,556","7,335","8,263",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0077,5,,"9,365","10,872","11,321","11,345","6,888",164.71%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0078,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0078,2,,,,617,970,970,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0078,3,,"1,630","2,008","2,896","4,180","3,903",107%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0078,4,,"5,364","6,664","7,449","8,546","8,116",105.3%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0078,5,,"9,830","11,213","11,856","11,896","8,400",141.62%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0079,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0079,2,,,,323,555,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0079,3,,978,"1,265","1,824","2,717",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0079,4,,"3,218","3,998","4,353","5,193",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0079,5,,"6,143","6,899","6,947","6,963",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,5,,,,,,15,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,5,,,,,,14,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,2,,,298,968,2813,"2,813",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,3,,"3,604","4,182","4,747","5,456","5,994",91%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,4,,"5,495","6,657","7,384","9,602","8,365",115%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,5,,"11,386","12,625","14,153","15,247","11,000",138.6%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,2,,"50,000.00","99,437.12","804,579.10","3,658,882.64","3,658,883",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,3,,"6,997,578.71","10,981,259.27","2,599,844.38","7,693,432.59","18,500,000",42%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,4,,"8,658,702.03","27,382,218.00","30,107,881.50","43,728,854.06","48,500,000",90%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,5,,"47,257,008.08","49,645,978.44","57,051,051.57","63,219,218.10","65,500,000",96.52%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,1,(Oct-2007 to Sept-2008),,,,992,992,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,2,,"2,047","2,947","5,146","5,732","5,732",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,3,,"6,043","7,131","9,533","9,533","8,632",110%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,4,,"9,533","14,534","15,843","16,414","11,480",143%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,5,,"16,939","17,423","17,467","17,467","13,500",129.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,1,(Oct-2007 to Sept-2008),,,,166,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,2,,166,687,"1,056","1,528",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,3,,"1,750","1,960","2,730","2,742",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,4,,"2,742","4,106","4,409","4,772",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,5,,"5,133","5,235","5,268","5,268",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,1,(Oct-2007 to Sept-2008),,,,992,992,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,2,,"1,858","2,590","4,301","4,812","4,812",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,3,,"4,917","5,864","8,205","8,205","6,807",121%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,4,,"8,205","12,465","13,774","14,345","9,135",157%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,5,,"14,870","15,354","15,363","15,363","10,465",146.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,1,(Oct-2007 to Sept-2008),,,,826, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,2,,"1,692","2,068","3,720","3,885", , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,3,,"3,958","4,786","6,433","6,421", , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,4,,"6,421","9,915","10,921","11,129", , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,5,,"11,293","11,686","11,687","11,687", , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,1,(Oct-2007 to Sept-2008),,,,166,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,2,,166,522,581,927,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,3,,959,"1,078","1,772","1,784",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,4,,"1,784","2,550","2,853","3,216",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,5,,"3,577","3,668","3,676","3,676",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,2,,189,357,845,920,920,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,3,,"1,126","1,267","1,328","1,328","1,825",73%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,4,,"1,328","2,069","2,069","2,069","2,345",88%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,5,,"2,069","2,069","2,104","2,104","3,035",69%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,2,,,165,475,601,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,3,,791,882,958,958,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,4,,958,"1,556","1,556","1,556",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,5,,"1,556","1,567","1,592","1,592",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,2,,,422,"1,102","1,551","1,551",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,3,,"1,604","1,655","1,655","3,908","3,000",130%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,4,,"3,908","5,328","5,328","7,881","5,800",136%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,5,,"7,881","10,846","11,520","11,520","7,000",164.6%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,2,,, , , , , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,3,, , , , , , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,4,, , , , , , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,5,, , , ,"9,016", , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,5,,,,,"2,504",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,2,,17,22,32,54,54,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,3,,54,66,71,71,84,85%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,4,,71,78,109,229,209,110%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,5,,229,262,262,271,284,95.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,2,,17,22,32,55,55,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,3,,57,69,75,77,92,84%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,4,,78,87,119,239,217,110%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,5,,239,272,272,281,292,96.2%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,2,,,,6,14,14,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,3,,14,23,23,23,44,52%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,4,,23,23,23,47,94,50%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,5,,47,63,163,163,114,143.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,2,,306,731,"2,616","7,643","7,643",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,3,,"9,073.48","9,550.51","9,904.08","10,745.51","11,788",91%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,4,,"10,767","12,616","13,341","17,707","14,489",122%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,5,,"19,435","21,379","23,475","23,475","15,000",156.5%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,1,(Oct-2007 to Sept-2008),,,,30-Sep-08,30-Sep-08,COMPLETE
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,2,,,,"232,098.00","793,822.50","794,000.00",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,3,,"1,897,310.28","2,523,646.28","2,831,288.03","4,570,083.17","7,500,000.00",61%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,4,,"5,084,993.67","6,413,340.67","7,405,664.67","7,443,664.67","8,500,000.00",87.6%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,5,,"7,493,664.67","7,505,299.07","7,505,299.07","7,505,299.07"," 8,500,000.00 ",88.3%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,2,,,,"232,098.00","293,822.50",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,3,,"1,081,560.28","1,304,684.28","1,502,326.03","2,944,121.17",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,4,,"3,260,636.67","4,245,073.67","5,237,397.67","5,265,397.67",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,5,,"5,275,397.67","5,287,032.07","5,287,032.07","5,287,032.07",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,2,,,,,"500,000.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,3,,"815,750.00","1,218,962.00","1,328,962.00","1,625,962.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,4,,"1,824,357.00","2,168,267.00","2,168,267.00","2,178,267.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,5,,"2,218,267.00","2,218,267.00","2,218,267.00","2,218,267.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,5,,,,,4598748.07,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,2,,,,"131,539.00","739,574.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,3,,"1,645,142.00","2,981,811.78","3,773,131.53","4,451,806.17",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,4,,"5,034,562.17","6,951,661.31","8,912,178.31","9,424,744.31",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,5,,"9,740,724.31","10,315,613.71","10,771,513.71","10,820,273.71",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,2,,,,1,3,3,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,3,,9,14,17,26,30,87%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,4,,32,40,44,44,35,126%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,5,,44,44,44,44,35,125.7%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,2,,,,1,2,2,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,3,,4,7,9,14,14,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,4,,16,19,22,22,16,138%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,5,,22,22,22,22,16,137.5%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,3,,2,4,4,6,8,75%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,4,,9,12,12,12,11,109%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,5,,12,12,12,12,11,109.1%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,2,,,,,1,1,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,3,,3,3,4,6,8,75%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,4,,7,9,10,10,8,125%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,5,,10,10,10,10,8,125.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,5,,28,30,30,30,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,5,,11,12,12,12,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,5,,8,8,8,8,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,5,,9,10,10,10,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,1,(Oct-2007 to Sept-2008),,,,,31-Aug-08,PENDING
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,2,,,20-Feb-09,,,,COMPLETE
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,5,,,,,29,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,5,,,,,16,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,5,,,,,5,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,2,,1,1,102,380,419,91%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,3,,570,"1,020","1,612","2,092","1,109",189%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,4,,"2,127","2,573","2,702","4,000","4,109",97%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,5,,"4,487","4,965","5,310","5,540","5,109",108.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,2,,"50,000.00","50,000.00","181,539.00","1,016,124.00","1,016,124.00",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,3,,"1,396,759.00","2,280,174.00","3,012,769.00","3,888,787.64","3,888,787.64",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,4,,"3,905,062.64","4,703,574.64","5,428,518.64","8,356,839.64","8,180,000.00",102%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,5,,"9,584,725.64","10,792,118.73","11,977,694.23","12,573,984.23"," 9,680,000.00 ",129.9%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,2,,,,"131,539.00","739,574.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,3,,"913,044.00","1,454,734.00","2,045,054.00","2,669,028.64",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,4,,"2,671,578.64","3,218,045.64","3,782,139.64","5,247,630.64",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,5,,"5,563,610.64","5,927,345.64","6,172,765.64","6,230,225.64",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,2,,"50,000.00","50,000.00","50,000.00","276,550.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,3,,"483,715.00","825,440.00","967,715.00","1,219,759.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,4,,"1,233,484.00","1,485,529.00","1,646,379.00","3,109,209.00",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,5,,"4,021,115.00","4,864,773.09","5,804,928.59","6,343,758.59",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,1,(Oct-2007 to Sept-2008),,,,30-Sep-08,31-Jul-08,COMPLETE
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,5,,,,,,,
GEORGIA_ALL PROJECTS AND ACTIVITIES_0001,1,Compact Year 1,,,,,,
GEORGIA_ALL PROJECTS AND ACTIVITIES_0001,2,,,,,,,
GEORGIA_ALL PROJECTS AND ACTIVITIES_0001,3,,,,,,,
GEORGIA_ALL PROJECTS AND ACTIVITIES_0001,4,,,,,,,
GEORGIA_ALL PROJECTS AND ACTIVITIES_0001,5,,,,,,"38,405,000",0
GEORGIA_ENTERPRISE DEVELOPMENT_0001,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0001,2,,61,141,165,243,674,36%
GEORGIA_ENTERPRISE DEVELOPMENT_0001,3,,243,243,243,"1,033","2,043",51%
GEORGIA_ENTERPRISE DEVELOPMENT_0001,4,,"1,033","1,033","1,033","2,171","3,700",59%
GEORGIA_ENTERPRISE DEVELOPMENT_0001,5,,"2,468","2,840","3,096","3,472","5,269",66%
GEORGIA_ENTERPRISE DEVELOPMENT_0002,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0002,2,,,,,,"137,000",0%
GEORGIA_ENTERPRISE DEVELOPMENT_0002,3,,"237,000","608,000","837,000","1,307,000","1,543,000",85%
GEORGIA_ENTERPRISE DEVELOPMENT_0002,4,,"1,307,000","1,307,000","1,307,000","3,008,000","5,581,000",54%
GEORGIA_ENTERPRISE DEVELOPMENT_0002,5,,"3,354,106","4,074,875","6,191,840","14,093,650","7,609,000",185%
GEORGIA_ENTERPRISE DEVELOPMENT_0003,1,Compact Year 1,,,,,12,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0003,2,,,,,,99,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0003,3,,,,,,208,0%
GEORGIA_ENTERPRISE DEVELOPMENT_0003,4,,,246,268,286,290,99%
GEORGIA_ENTERPRISE DEVELOPMENT_0003,5,,286,289,290,291,296,98%
GEORGIA_ENTERPRISE DEVELOPMENT_0004,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0004,2,,61,141,165,217,668,32%
GEORGIA_ENTERPRISE DEVELOPMENT_0004,3,,322,454,608,885,"1,665",53%
GEORGIA_ENTERPRISE DEVELOPMENT_0004,4,,"1,462","1,884","1,912","1,929","2,450",79%
GEORGIA_ENTERPRISE DEVELOPMENT_0004,5,,"2,227","2,613","2,867","3,264","3,377",97%
GEORGIA_ENTERPRISE DEVELOPMENT_0005,1,Compact Year 1,,,,,0,
GEORGIA_ENTERPRISE DEVELOPMENT_0005,2,,,"2,000","34,000","42,000","13,000",323%
GEORGIA_ENTERPRISE DEVELOPMENT_0005,3,,"80,000","160,000","219,000","235,000","189,000",124%
GEORGIA_ENTERPRISE DEVELOPMENT_0005,4,,"864,000","1,651,000","1,742,000","1,743,000","525,000",332%
GEORGIA_ENTERPRISE DEVELOPMENT_0005,5,,"2,198,640","2,727,014","3,163,000","3,847,492","1,046,000",368%
